number_global,team_slot,code,type,category,section,group,team,countryCode,name,player,position,notes,sourceUrl,statusCadastro
488,8,BEL-008,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Maxim De Cuyper,Maxim De Cuyper,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
489,9,BEL-009,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Thomas Meunier,Thomas Meunier,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
490,10,BEL-010,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Youri Tielemans,Youri Tielemans,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
491,11,BEL-011,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Amadou Onana,Amadou Onana,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
492,12,BEL-012,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Nicolas Raskin,Nicolas Raskin,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
493,13,BEL-013,NORMAL,foto_do_time,Seleções,Grupo G,Bélgica,BEL,Foto oficial do Bélgica,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
494,14,BEL-014,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Hans Vanaken,Hans Vanaken,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
495,15,BEL-015,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Kevin De Bruyne,Kevin De Bruyne,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
496,16,BEL-016,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Jérémy Doku,Jérémy Doku,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
497,17,BEL-017,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Charles De Ketelaere,Charles De Ketelaere,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
498,18,BEL-018,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Leandro Trossard,Leandro Trossard,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
499,19,BEL-019,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Loïs Openda,Loïs Openda,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
500,20,BEL-020,NORMAL,jogador,Seleções,Grupo G,Bélgica,BEL,Romelu Lukaku,Romelu Lukaku,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
501,1,EGY-001,SHINY,escudo_do_time,Seleções,Grupo G,Egito,EGY,Escudo do Egito,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
502,2,EGY-002,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Hamdy Fathy,Hamdy Fathy,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
503,3,EGY-003,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Mohamed El Shenawy,Mohamed El Shenawy,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
504,4,EGY-004,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Mohamed Hany,Mohamed Hany,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
505,5,EGY-005,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Mohamed Hamdy,Mohamed Hamdy,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
506,6,EGY-006,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Yasser Ibrahim,Yasser Ibrahim,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
507,7,EGY-007,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Khaled Sobhi,Khaled Sobhi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
508,8,EGY-008,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Ramy Rabia,Ramy Rabia,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
509,9,EGY-009,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Hossam Abdelmaguid,Hossam Abdelmaguid,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
510,10,EGY-010,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Ahmed Fatouh,Ahmed Fatouh,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
511,11,EGY-011,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Marwan Attia,Marwan Attia,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
512,12,EGY-012,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Zizo,Zizo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
513,13,EGY-013,NORMAL,foto_do_time,Seleções,Grupo G,Egito,EGY,Foto oficial do Egito,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
514,14,EGY-014,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Mohamed Lasheen,Mohamed Lasheen,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
515,15,EGY-015,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Emam Ashour,Emam Ashour,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
516,16,EGY-016,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Osama Faisal,Osama Faisal,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
517,17,EGY-017,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Mohamed Salah,Mohamed Salah,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
518,18,EGY-018,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Mostafa Mohamed,Mostafa Mohamed,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
519,19,EGY-019,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Trezeguet,Trezeguet,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
520,20,EGY-020,NORMAL,jogador,Seleções,Grupo G,Egito,EGY,Omar Marmoush,Omar Marmoush,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
521,1,IRN-001,SHINY,escudo_do_time,Seleções,Grupo G,Irã,IRN,Escudo do Irã,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
522,2,IRN-002,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Saman Ghoddos,Saman Ghoddos,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
523,3,IRN-003,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Alireza Beiranvand,Alireza Beiranvand,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
524,4,IRN-004,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Morteza Pouraliganji,Morteza Pouraliganji,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
525,5,IRN-005,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Ehsan Hajsafi,Ehsan Hajsafi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
526,6,IRN-006,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Milad Mohammadi,Milad Mohammadi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
527,7,IRN-007,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Shoja Khalilzadeh,Shoja Khalilzadeh,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
528,8,IRN-008,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Ramin Rezaeian,Ramin Rezaeian,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
529,9,IRN-009,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Hossein Kanaani,Hossein Kanaani,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
530,10,IRN-010,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Sadegh Moharrami,Sadegh Moharrami,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
531,11,IRN-011,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Saleh Hardani,Saleh Hardani,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
532,12,IRN-012,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Saeed Ezatolahi,Saeed Ezatolahi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
533,13,IRN-013,NORMAL,foto_do_time,Seleções,Grupo G,Irã,IRN,Foto oficial do Irã,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
534,14,IRN-014,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Omid Noorafkan,Omid Noorafkan,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
535,15,IRN-015,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Roozbeh Cheshmi,Roozbeh Cheshmi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
536,16,IRN-016,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Mohammad Mohebi,Mohammad Mohebi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
537,17,IRN-017,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Sardar Azmoun,Sardar Azmoun,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
538,18,IRN-018,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Mehdi Taremi,Mehdi Taremi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
539,19,IRN-019,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Alireza Jahanbakhsh,Alireza Jahanbakhsh,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
540,20,IRN-020,NORMAL,jogador,Seleções,Grupo G,Irã,IRN,Ali Gholizadeh,Ali Gholizadeh,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
541,1,NZL-001,SHINY,escudo_do_time,Seleções,Grupo G,Nova Zelândia,NZL,Escudo do Nova Zelândia,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
542,2,NZL-002,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Ryan Thomas,Ryan Thomas,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
543,3,NZL-003,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Max Crocombe-Payne,Max Crocombe-Payne,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
544,4,NZL-004,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Alex Paulsen,Alex Paulsen,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
545,5,NZL-005,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Michael Boxall,Michael Boxall,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
546,6,NZL-006,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Liberato Cacace,Liberato Cacace,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
547,7,NZL-007,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Tim Payne,Tim Payne,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
548,8,NZL-008,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Tyler Bindon,Tyler Bindon,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
549,9,NZL-009,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Francis de Vries,Francis de Vries,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
550,10,NZL-010,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Finn Surman,Finn Surman,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
551,11,NZL-011,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Joe Bell,Joe Bell,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
552,12,NZL-012,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Sarpreet Singh,Sarpreet Singh,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
553,13,NZL-013,NORMAL,foto_do_time,Seleções,Grupo G,Nova Zelândia,NZL,Foto oficial do Nova Zelândia,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
554,14,NZL-014,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Matthew Garbett,Matthew Garbett,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
555,15,NZL-015,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Marko Stamenić,Marko Stamenić,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
556,16,NZL-016,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Ben Old,Ben Old,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
557,17,NZL-017,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Chris Wood,Chris Wood,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
558,18,NZL-018,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Elijah Just,Elijah Just,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
559,19,NZL-019,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Callum McCowatt,Callum McCowatt,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
560,20,NZL-020,NORMAL,jogador,Seleções,Grupo G,Nova Zelândia,NZL,Kosta Barbarouses,Kosta Barbarouses,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
561,1,ESP-001,SHINY,escudo_do_time,Seleções,Grupo H,Espanha,ESP,Escudo do Espanha,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
562,2,ESP-002,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Fabián Ruiz,Fabián Ruiz,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
563,3,ESP-003,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Unai Simón,Unai Simón,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
564,4,ESP-004,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Robin Le Normand,Robin Le Normand,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
565,5,ESP-005,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Aymeric Laporte,Aymeric Laporte,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
566,6,ESP-006,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Dean Huijsen,Dean Huijsen,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
567,7,ESP-007,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Pedro Porro,Pedro Porro,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
568,8,ESP-008,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Dani Carvajal,Dani Carvajal,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
569,9,ESP-009,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Marc Cucurella,Marc Cucurella,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
570,10,ESP-010,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Martín Zubimendi,Martín Zubimendi,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
571,11,ESP-011,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Rodri,Rodri,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
572,12,ESP-012,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Pedri,Pedri,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
573,13,ESP-013,NORMAL,foto_do_time,Seleções,Grupo H,Espanha,ESP,Foto oficial do Espanha,,,Foto do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
574,14,ESP-014,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Mikel Merino,Mikel Merino,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
575,15,ESP-015,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Lamine Yamal,Lamine Yamal,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
576,16,ESP-016,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Dani Olmo,Dani Olmo,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
577,17,ESP-017,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Nico Williams,Nico Williams,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
578,18,ESP-018,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Ferran Torres,Ferran Torres,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
579,19,ESP-019,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Álvaro Morata,Álvaro Morata,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
580,20,ESP-020,NORMAL,jogador,Seleções,Grupo H,Espanha,ESP,Mikel Oyarzabal,Mikel Oyarzabal,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
581,1,CPV-001,SHINY,escudo_do_time,Seleções,Grupo H,Cabo Verde,CPV,Escudo do Cabo Verde,,,Escudo do time,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
582,2,CPV-002,NORMAL,jogador,Seleções,Grupo H,Cabo Verde,CPV,Jamiro Monteiro,Jamiro Monteiro,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
583,3,CPV-003,NORMAL,jogador,Seleções,Grupo H,Cabo Verde,CPV,Vozinha,Vozinha,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
584,4,CPV-004,NORMAL,jogador,Seleções,Grupo H,Cabo Verde,CPV,Logan Costa,Logan Costa,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
585,5,CPV-005,NORMAL,jogador,Seleções,Grupo H,Cabo Verde,CPV,Pico,Pico,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
586,6,CPV-006,NORMAL,jogador,Seleções,Grupo H,Cabo Verde,CPV,Diney,Diney,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
587,7,CPV-007,NORMAL,jogador,Seleções,Grupo H,Cabo Verde,CPV,Steven Moreira,Steven Moreira,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
588,8,CPV-008,NORMAL,jogador,Seleções,Grupo H,Cabo Verde,CPV,Wagner Pina,Wagner Pina,,Jogador,https://www.cnnbrasil.com.br/esportes/futebol/copa-do-mundo/veja-todos-os-jogadores-que-estao-no-album-da-copa-do-mundo-2026/,OK
